Polygon ID,Bucket,Type,Visitor Count,Visitor Percentage,Visit Count,Visit Percentage
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Total CEL,CEL Distance,392,"",1147,100.00%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Median distance traveled from CEL,CEL Distance,10.7273,"",,
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives within 1 mi,CEL Distance,23,5.87%,379,33.04%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 1 and 2 mi,CEL Distance,14,3.57%,29,2.53%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 2 and 3 mi,CEL Distance,15,3.83%,16,1.39%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 3 and 5 mi,CEL Distance,40,10.20%,103,8.98%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 5 and 10 mi,CEL Distance,91,23.21%,126,10.99%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 10 and 25 mi,CEL Distance,96,24.49%,336,29.29%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 25 and 50 mi,CEL Distance,21,5.36%,36,3.14%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 50 and 100 mi,CEL Distance,31,7.91%,36,3.14%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives >100 mi,CEL Distance,61,15.56%,86,7.50%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Total CDL,CDL Distance,405,"",1156,100.00%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Median distance traveled from CDL,CDL Distance,9.7019,"",,
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works within 1 mi,CDL Distance,35,8.64%,530,45.85%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 1 and 2 mi,CDL Distance,14,3.46%,29,2.51%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 2 and 3 mi,CDL Distance,17,4.20%,18,1.56%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 3 and 5 mi,CDL Distance,42,10.37%,87,7.53%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 5 and 10 mi,CDL Distance,100,24.69%,135,11.68%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 10 and 25 mi,CDL Distance,84,20.74%,185,16.00%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 25 and 50 mi,CDL Distance,19,4.69%,32,2.77%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 50 and 100 mi,CDL Distance,30,7.41%,35,3.03%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works >100 mi,CDL Distance,64,15.80%,105,9.08%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",USA,Top CEL Country,389,99.23%,1144,99.74%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",MEX,Top CEL Country,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",BRA,Top CEL Country,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",USA,Top CDL Country,403,99.51%,1154,99.83%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",MEX,Top CDL Country,2,0.49%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530454002,Top CEL Census,18,4.59%,374,32.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530454003,Top CEL Census,5,1.28%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910203292,Top CEL Census,5,1.28%,10,0.87%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530344002,Top CEL Census,4,1.02%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910201243,Top CEL Census,4,1.02%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530367001,Top CEL Census,4,1.02%,87,7.59%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530019132,Top CEL Census,3,0.77%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530432003,Top CEL Census,3,0.77%,22,1.92%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530435001,Top CEL Census,3,0.77%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530452002,Top CEL Census,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530455002,Top CEL Census,3,0.77%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530372002,Top CEL Census,3,0.77%,68,5.93%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530006062,Top CEL Census,2,0.51%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530022201,Top CEL Census,2,0.51%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530407003,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530315003,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910207041,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530342003,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530305003,Top CEL Census,2,0.51%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910205081,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530454002,Top CDL Census,31,7.65%,526,45.50%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530454003,Top CDL Census,6,1.48%,9,0.78%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530019132,Top CDL Census,3,0.74%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530342003,Top CDL Census,3,0.74%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530344002,Top CDL Census,3,0.74%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530432003,Top CDL Census,3,0.74%,18,1.56%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910207122,Top CDL Census,3,0.74%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530435001,Top CDL Census,3,0.74%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530452002,Top CDL Census,3,0.74%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910203292,Top CDL Census,3,0.74%,8,0.69%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530455002,Top CDL Census,3,0.74%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530022201,Top CDL Census,2,0.49%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530429002,Top CDL Census,2,0.49%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910207041,Top CDL Census,2,0.49%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910205163,Top CDL Census,2,0.49%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530305003,Top CDL Census,2,0.49%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910205081,Top CDL Census,2,0.49%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530413001,Top CDL Census,2,0.49%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530002042,Top CDL Census,2,0.49%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530431001,Top CDL Census,2,0.49%,16,1.38%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Austin CCD,Top CEL Micro,130,33.16%,745,64.95%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Round Rock-Georgetown CCD,Top CEL Micro,48,12.24%,108,9.42%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northwest Travis CCD,Top CEL Micro,31,7.91%,38,3.31%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Cedar Park-Liberty Hill CCD,Top CEL Micro,26,6.63%,31,2.70%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northeast Travis CCD,Top CEL Micro,19,4.85%,40,3.49%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Taylor CCD,Top CEL Micro,10,2.55%,11,0.96%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Kyle-Buda CCD,Top CEL Micro,7,1.79%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Southwest Travis CCD,Top CEL Micro,7,1.79%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Houston CCD,Top CEL Micro,6,1.53%,10,0.87%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",San Antonio North CCD,Top CEL Micro,4,1.02%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Plano CCD,Top CEL Micro,4,1.02%,16,1.39%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northwest Harris CCD,Top CEL Micro,4,1.02%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Elgin CCD,Top CEL Micro,4,1.02%,16,1.39%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Killeen CCD,Top CEL Micro,4,1.02%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Waco CCD,Top CEL Micro,4,1.02%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Temple CCD,Top CEL Micro,3,0.77%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",San Marcos CCD,Top CEL Micro,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",San Antonio Northeast CCD,Top CEL Micro,2,0.51%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northwest Bell CCD,Top CEL Micro,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Cedar Creek-Red Rock CCD,Top CEL Micro,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Austin CCD,Top CDL Micro,146,37.24%,786,68.53%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Round Rock-Georgetown CCD,Top CDL Micro,49,12.50%,62,5.41%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northwest Travis CCD,Top CDL Micro,30,7.65%,40,3.49%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Cedar Park-Liberty Hill CCD,Top CDL Micro,27,6.89%,32,2.79%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northeast Travis CCD,Top CDL Micro,18,4.59%,38,3.31%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Taylor CCD,Top CDL Micro,8,2.04%,8,0.70%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Kyle-Buda CCD,Top CDL Micro,6,1.53%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Southwest Travis CCD,Top CDL Micro,6,1.53%,9,0.78%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Houston CCD,Top CDL Micro,6,1.53%,8,0.70%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Killeen CCD,Top CDL Micro,5,1.28%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",San Antonio North CCD,Top CDL Micro,4,1.02%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Plano CCD,Top CDL Micro,4,1.02%,16,1.39%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Elgin CCD,Top CDL Micro,4,1.02%,14,1.22%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Waco CCD,Top CDL Micro,4,1.02%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",San Antonio Central CCD,Top CDL Micro,3,0.77%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Temple CCD,Top CDL Micro,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northwest Harris CCD,Top CDL Micro,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northeast Dallas CCD,Top CDL Micro,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",San Marcos CCD,Top CDL Micro,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",San Antonio Northeast CCD,Top CDL Micro,2,0.51%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Travis County,Top CEL Admin,187,47.70%,830,72.36%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Williamson County,Top CEL Admin,85,21.68%,151,13.16%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Bell County,Top CEL Admin,14,3.57%,18,1.57%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Bexar County,Top CEL Admin,11,2.81%,15,1.31%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Harris County,Top CEL Admin,10,2.55%,14,1.22%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Hays County,Top CEL Admin,9,2.30%,9,0.78%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Bastrop County,Top CEL Admin,9,2.30%,22,1.92%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Collin County,Top CEL Admin,5,1.28%,17,1.48%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",McLennan County,Top CEL Admin,4,1.02%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Comal County,Top CEL Admin,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Dallas County,Top CEL Admin,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",,Top CEL Admin,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lafayette Parish,Top CEL Admin,2,0.51%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Montgomery County,Top CEL Admin,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Tarrant County,Top CEL Admin,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Maricopa County,Top CEL Admin,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Coryell County,Top CEL Admin,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Midland County,Top CEL Admin,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Guadalupe County,Top CEL Admin,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Jefferson Parish,Top CEL Admin,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Austin CCD,Top CDL Micro,146,37.24%,786,68.53%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Round Rock-Georgetown CCD,Top CDL Micro,49,12.50%,62,5.41%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northwest Travis CCD,Top CDL Micro,30,7.65%,40,3.49%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Cedar Park-Liberty Hill CCD,Top CDL Micro,27,6.89%,32,2.79%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northeast Travis CCD,Top CDL Micro,18,4.59%,38,3.31%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Taylor CCD,Top CDL Micro,8,2.04%,8,0.70%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Kyle-Buda CCD,Top CDL Micro,6,1.53%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Southwest Travis CCD,Top CDL Micro,6,1.53%,9,0.78%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Houston CCD,Top CDL Micro,6,1.53%,8,0.70%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Killeen CCD,Top CDL Micro,5,1.28%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",San Antonio North CCD,Top CDL Micro,4,1.02%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Plano CCD,Top CDL Micro,4,1.02%,16,1.39%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Elgin CCD,Top CDL Micro,4,1.02%,14,1.22%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Waco CCD,Top CDL Micro,4,1.02%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",San Antonio Central CCD,Top CDL Micro,3,0.77%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Temple CCD,Top CDL Micro,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northwest Harris CCD,Top CDL Micro,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Northeast Dallas CCD,Top CDL Micro,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",San Marcos CCD,Top CDL Micro,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",San Antonio Northeast CCD,Top CDL Micro,2,0.51%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78758,Top CEL Postal1,34,8.67%,402,35.05%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78728,Top CEL Postal1,13,3.32%,23,2.01%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78660,Top CEL Postal1,12,3.06%,21,1.83%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78628,Top CEL Postal1,11,2.81%,17,1.48%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78613,Top CEL Postal1,11,2.81%,12,1.05%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78664,Top CEL Postal1,11,2.81%,15,1.31%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78727,Top CEL Postal1,11,2.81%,11,0.96%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78753,Top CEL Postal1,10,2.55%,50,4.36%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78641,Top CEL Postal1,10,2.55%,10,0.87%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78759,Top CEL Postal1,10,2.55%,14,1.22%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78750,Top CEL Postal1,10,2.55%,14,1.22%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78665,Top CEL Postal1,9,2.30%,62,5.41%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78681,Top CEL Postal1,7,1.79%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78724,Top CEL Postal1,7,1.79%,9,0.78%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78717,Top CEL Postal1,6,1.53%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78732,Top CEL Postal1,6,1.53%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78726,Top CEL Postal1,6,1.53%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78704,Top CEL Postal1,6,1.53%,23,2.01%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78729,Top CEL Postal1,5,1.28%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78634,Top CEL Postal1,5,1.28%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78758,Top CDL Postal1,46,11.73%,548,47.78%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78664,Top CDL Postal1,14,3.57%,18,1.57%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78727,Top CDL Postal1,12,3.06%,12,1.05%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78753,Top CDL Postal1,11,2.81%,47,4.10%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78728,Top CDL Postal1,11,2.81%,12,1.05%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78641,Top CDL Postal1,11,2.81%,11,0.96%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78759,Top CDL Postal1,11,2.81%,19,1.66%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78628,Top CDL Postal1,10,2.55%,16,1.39%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78750,Top CDL Postal1,10,2.55%,14,1.22%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78717,Top CDL Postal1,9,2.30%,9,0.78%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78613,Top CDL Postal1,9,2.30%,9,0.78%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78660,Top CDL Postal1,9,2.30%,16,1.39%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78665,Top CDL Postal1,7,1.79%,12,1.05%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78729,Top CDL Postal1,7,1.79%,10,0.87%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78681,Top CDL Postal1,7,1.79%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78704,Top CDL Postal1,7,1.79%,48,4.18%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78732,Top CDL Postal1,6,1.53%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78724,Top CDL Postal1,6,1.53%,10,0.87%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78754,Top CDL Postal1,6,1.53%,8,0.70%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",78723,Top CDL Postal1,5,1.28%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Austin, TX",Top CEL Municipality,291,74.23%,1013,88.32%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Waco-Temple-Bryan, TX",Top CEL Municipality,21,5.36%,25,2.18%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","San Antonio, TX",Top CEL Municipality,17,4.34%,21,1.83%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Houston, TX",Top CEL Municipality,16,4.08%,20,1.74%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Dallas-Ft. Worth, TX",Top CEL Municipality,11,2.81%,23,2.01%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Orlando-Daytona Beach-Melbourne, FL",Top CEL Municipality,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Lafayette, LA",Top CEL Municipality,2,0.51%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Phoenix, AZ",Top CEL Municipality,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Los Angeles, CA",Top CEL Municipality,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Harlingen-Weslaco-Brownsville-McAllen, TX",Top CEL Municipality,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Champaign & Springfield-Decatur, IL",Top CEL Municipality,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Atlanta, GA",Top CEL Municipality,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Leon,Top CEL Municipality,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Bahia de Banderas,Top CEL Municipality,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Green Bay-Appleton, WI",Top CEL Municipality,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","San Francisco-Oakland-San Jose, CA",Top CEL Municipality,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Monterey-Salinas, CA",Top CEL Municipality,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Abilene-Sweetwater, TX",Top CEL Municipality,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622","Odessa-Midland, TX",Top CEL Municipality,1,0.26%,1,0.09%
