Polygon ID,Bucket,Type,Visitor Count,Visitor Percentage,Visit Count,Visit Percentage
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Total CEL,CEL Distance,392,"",1147,100.00%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Median distance traveled from CEL,CEL Distance,10.7273,"",,
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives within 1 mi,CEL Distance,23,5.87%,379,33.04%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 1 and 2 mi,CEL Distance,14,3.57%,29,2.53%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 2 and 3 mi,CEL Distance,15,3.83%,16,1.39%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 3 and 5 mi,CEL Distance,40,10.20%,103,8.98%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 5 and 10 mi,CEL Distance,91,23.21%,126,10.99%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 10 and 25 mi,CEL Distance,96,24.49%,336,29.29%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 25 and 50 mi,CEL Distance,21,5.36%,36,3.14%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives between 50 and 100 mi,CEL Distance,31,7.91%,36,3.14%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Lives >100 mi,CEL Distance,61,15.56%,86,7.50%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Total CDL,CDL Distance,405,"",1156,100.00%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Median distance traveled from CDL,CDL Distance,9.7019,"",,
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works within 1 mi,CDL Distance,35,8.64%,530,45.85%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 1 and 2 mi,CDL Distance,14,3.46%,29,2.51%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 2 and 3 mi,CDL Distance,17,4.20%,18,1.56%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 3 and 5 mi,CDL Distance,42,10.37%,87,7.53%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 5 and 10 mi,CDL Distance,100,24.69%,135,11.68%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 10 and 25 mi,CDL Distance,84,20.74%,185,16.00%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 25 and 50 mi,CDL Distance,19,4.69%,32,2.77%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works between 50 and 100 mi,CDL Distance,30,7.41%,35,3.03%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Works >100 mi,CDL Distance,64,15.80%,105,9.08%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",USA,Top CEL Country,389,99.23%,1144,99.74%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",MEX,Top CEL Country,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",BRA,Top CEL Country,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",USA,Top CDL Country,403,99.51%,1154,99.83%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",MEX,Top CDL Country,2,0.49%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530454002,Top CEL Census,18,4.59%,374,32.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530454003,Top CEL Census,5,1.28%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910203292,Top CEL Census,5,1.28%,10,0.87%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530344002,Top CEL Census,4,1.02%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910201243,Top CEL Census,4,1.02%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530367001,Top CEL Census,4,1.02%,87,7.59%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530019132,Top CEL Census,3,0.77%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530432003,Top CEL Census,3,0.77%,22,1.92%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530435001,Top CEL Census,3,0.77%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530452002,Top CEL Census,3,0.77%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530455002,Top CEL Census,3,0.77%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530372002,Top CEL Census,3,0.77%,68,5.93%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530006062,Top CEL Census,2,0.51%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530022201,Top CEL Census,2,0.51%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530407003,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530315003,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910207041,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530342003,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530305003,Top CEL Census,2,0.51%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910205081,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530413001,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530002042,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530431001,Top CEL Census,2,0.51%,16,1.39%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482090109131,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910203453,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530350002,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910207122,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530452001,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910204112,Top CEL Census,2,0.51%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530456002,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910203301,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530374002,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530430001,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530006052,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530013111,Top CEL Census,2,0.51%,15,1.31%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530308003,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",483090037092,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530013103,Top CEL Census,2,0.51%,6,0.52%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910203311,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530351001,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530337002,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530422001,Top CEL Census,2,0.51%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910204031,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480219501023,Top CEL Census,2,0.51%,13,1.13%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530325001,Top CEL Census,2,0.51%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530430003,Top CEL Census,2,0.51%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480850319042,Top CEL Census,2,0.51%,12,1.05%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910207112,Top CEL Census,2,0.51%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480291918064,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530403002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910208141,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530401003,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530461001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484771702022,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910204053,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910215161,Top CEL Census,1,0.26%,12,1.05%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530429002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480270231171,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482015545022,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530346002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530356001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480539608031,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910205163,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",220510278141,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",060855093034,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530024073,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480990104004,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530355002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910203411,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530022191,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480291212064,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910205142,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",483671407101,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530347003,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482090109121,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482090109122,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530445001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910207071,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530338002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",220550014142,Top CEL Census,1,0.26%,4,0.35%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910204032,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480990108042,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480291211212,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482013125012,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530415002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910206082,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",130570909093,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",120950171111,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530013121,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910201152,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480190001011,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530326002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480270234062,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530423001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910213003,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530422002,Top CEL Census,1,0.26%,8,0.70%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530439001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530008011,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530015034,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910206042,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530015053,Top CEL Census,1,0.26%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482090109151,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480270211011,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530439002,Top CEL Census,1,0.26%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530011023,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480270203021,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480396608052,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",481410103272,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530344001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530001012,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480291818202,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530406001,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480270231112,Top CEL Census,1,0.26%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530348001,Top CEL Census,1,0.26%,17,1.48%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484391135211,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480291706003,Top CEL Census,1,0.26%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482012521001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530437001,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910204111,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530449002,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910208101,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530427001,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530011032,Top CEL Census,1,0.26%,5,0.44%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530361001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530448001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910203493,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480897504004,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530341002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530300004,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",260810020001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530469003,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",483810217023,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910215111,Top CEL Census,1,0.26%,7,0.61%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",550390416005,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530023241,Top CEL Census,1,0.26%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910203472,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530023272,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530023201,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530419002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",483396945022,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482013105001,Top CEL Census,1,0.26%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530450001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",420035263023,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530326003,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482090104021,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530003071,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910203322,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530404002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480270234052,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530020021,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910208182,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530016033,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530022133,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",483030005012,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",060375014002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480850302072,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910215101,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482090106031,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482014514051,Top CEL Census,1,0.26%,3,0.26%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530006011,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530444003,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910215121,Top CEL Census,1,0.26%,36,3.14%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",483090037102,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910207131,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910215061,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530024191,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910214052,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",481576732023,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530349003,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480913102002,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530013081,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",350430107262,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482599704051,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530421003,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910203431,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484910208171,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530019141,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484391136394,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530349001,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480291918061,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530022111,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480270202012,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",482014543043,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480270201023,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",480270231103,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530025004,Top CEL Census,1,0.26%,2,0.17%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530366003,Top CEL Census,1,0.26%,1,0.09%
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",484530412002,Top CEL Census,1,0.26%,2,0.17%
